Index,ID,DAY,Grupe.ID,Sum of Grupe.nr_persoane,Grupe.speciality,LANGUAGE,Sum of NO_LESSONS_IN_2_WEEKS,PAIR,Profesori.ID,Profesori.NAME,SEMESTER,SUBJECT,TYPE
39,2,FRIDAY,3,28,CR-231,ro,2,5,2,Antonino Pizelato,2,AM2,teorie
40,2,FRIDAY,3,28,CR-231,ro,2,6,2,Antonino Pizelato,2,AM2,teorie
41,2,FRIDAY,3,28,CR-231,ro,2,7,2,Antonino Pizelato,2,AM2,teorie
42,2,MONDAY,4,28,CR-232,ro,2,1,2,Antonino Pizelato,2,AM2,teorie
43,2,MONDAY,4,28,CR-232,ro,2,2,2,Antonino Pizelato,2,AM2,teorie
44,2,MONDAY,4,28,CR-232,ro,2,3,2,Antonino Pizelato,2,AM2,teorie
45,2,MONDAY,4,28,CR-232,ro,2,4,2,Antonino Pizelato,2,AM2,teorie
46,2,MONDAY,4,28,CR-232,ro,2,5,2,Antonino Pizelato,2,AM2,teorie
47,2,MONDAY,4,28,CR-232,ro,2,6,2,Antonino Pizelato,2,AM2,teorie
48,2,MONDAY,4,28,CR-232,ro,2,7,2,Antonino Pizelato,2,AM2,teorie
49,2,WEDNESDAY,4,28,CR-232,ro,2,1,2,Antonino Pizelato,2,AM2,teorie
50,2,WEDNESDAY,4,28,CR-232,ro,2,2,2,Antonino Pizelato,2,AM2,teorie
51,2,WEDNESDAY,4,28,CR-232,ro,2,3,2,Antonino Pizelato,2,AM2,teorie
52,2,WEDNESDAY,4,28,CR-232,ro,2,4,2,Antonino Pizelato,2,AM2,teorie
53,2,WEDNESDAY,4,28,CR-232,ro,2,5,2,Antonino Pizelato,2,AM2,teorie
54,2,WEDNESDAY,4,28,CR-232,ro,2,6,2,Antonino Pizelato,2,AM2,teorie
55,2,WEDNESDAY,4,28,CR-232,ro,2,7,2,Antonino Pizelato,2,AM2,teorie
56,2,FRIDAY,4,28,CR-232,ro,2,1,2,Antonino Pizelato,2,AM2,teorie
57,2,FRIDAY,4,28,CR-232,ro,2,2,2,Antonino Pizelato,2,AM2,teorie
58,2,FRIDAY,4,28,CR-232,ro,2,3,2,Antonino Pizelato,2,AM2,teorie
59,2,FRIDAY,4,28,CR-232,ro,2,4,2,Antonino Pizelato,2,AM2,teorie
60,2,FRIDAY,4,28,CR-232,ro,2,5,2,Antonino Pizelato,2,AM2,teorie
61,2,FRIDAY,4,28,CR-232,ro,2,6,2,Antonino Pizelato,2,AM2,teorie
62,2,FRIDAY,4,28,CR-232,ro,2,7,2,Antonino Pizelato,2,AM2,teorie
63,2,MONDAY,6,8,EA-231,ro,2,1,2,Antonino Pizelato,2,AM2,teorie
64,2,MONDAY,6,8,EA-231,ro,2,2,2,Antonino Pizelato,2,AM2,teorie
65,2,MONDAY,6,8,EA-231,ro,2,3,2,Antonino Pizelato,2,AM2,teorie
66,2,MONDAY,6,8,EA-231,ro,2,4,2,Antonino Pizelato,2,AM2,teorie
67,2,MONDAY,6,8,EA-231,ro,2,5,2,Antonino Pizelato,2,AM2,teorie
68,2,MONDAY,6,8,EA-231,ro,2,6,2,Antonino Pizelato,2,AM2,teorie
69,2,MONDAY,6,8,EA-231,ro,2,7,2,Antonino Pizelato,2,AM2,teorie
70,2,WEDNESDAY,6,8,EA-231,ro,2,1,2,Antonino Pizelato,2,AM2,teorie
71,2,WEDNESDAY,6,8,EA-231,ro,2,2,2,Antonino Pizelato,2,AM2,teorie
72,2,WEDNESDAY,6,8,EA-231,ro,2,3,2,Antonino Pizelato,2,AM2,teorie
73,2,WEDNESDAY,6,8,EA-231,ro,2,4,2,Antonino Pizelato,2,AM2,teorie
74,2,WEDNESDAY,6,8,EA-231,ro,2,5,2,Antonino Pizelato,2,AM2,teorie
75,2,WEDNESDAY,6,8,EA-231,ro,2,6,2,Antonino Pizelato,2,AM2,teorie
76,2,WEDNESDAY,6,8,EA-231,ro,2,7,2,Antonino Pizelato,2,AM2,teorie
77,2,FRIDAY,6,8,EA-231,ro,2,1,2,Antonino Pizelato,2,AM2,teorie
78,2,FRIDAY,6,8,EA-231,ro,2,2,2,Antonino Pizelato,2,AM2,teorie
79,2,FRIDAY,6,8,EA-231,ro,2,3,2,Antonino Pizelato,2,AM2,teorie
80,2,FRIDAY,6,8,EA-231,ro,2,4,2,Antonino Pizelato,2,AM2,teorie
81,2,FRIDAY,6,8,EA-231,ro,2,5,2,Antonino Pizelato,2,AM2,teorie
82,2,FRIDAY,6,8,EA-231,ro,2,6,2,Antonino Pizelato,2,AM2,teorie
83,2,FRIDAY,6,8,EA-231,ro,2,7,2,Antonino Pizelato,2,AM2,teorie
84,2,MONDAY,1,31,AI-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
85,2,MONDAY,1,31,AI-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
86,2,MONDAY,1,31,AI-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
87,2,MONDAY,1,31,AI-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
88,2,MONDAY,1,31,AI-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
89,2,MONDAY,1,31,AI-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
90,2,MONDAY,1,31,AI-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
91,2,WEDNESDAY,1,31,AI-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
92,2,WEDNESDAY,1,31,AI-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
93,2,WEDNESDAY,1,31,AI-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
94,2,WEDNESDAY,1,31,AI-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
95,2,WEDNESDAY,1,31,AI-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
96,2,WEDNESDAY,1,31,AI-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
97,2,WEDNESDAY,1,31,AI-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
98,2,FRIDAY,1,31,AI-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
99,2,FRIDAY,1,31,AI-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
100,2,FRIDAY,1,31,AI-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
101,2,FRIDAY,1,31,AI-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
102,2,FRIDAY,1,31,AI-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
103,2,FRIDAY,1,31,AI-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
104,2,FRIDAY,1,31,AI-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
105,2,MONDAY,3,28,CR-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
106,2,MONDAY,3,28,CR-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
107,2,MONDAY,3,28,CR-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
108,2,MONDAY,3,28,CR-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
109,2,MONDAY,3,28,CR-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
110,2,MONDAY,3,28,CR-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
111,2,MONDAY,3,28,CR-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
112,2,WEDNESDAY,3,28,CR-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
113,2,WEDNESDAY,3,28,CR-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
114,2,WEDNESDAY,3,28,CR-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
115,2,WEDNESDAY,3,28,CR-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
116,2,WEDNESDAY,3,28,CR-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
117,2,WEDNESDAY,3,28,CR-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
118,2,WEDNESDAY,3,28,CR-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
119,2,FRIDAY,3,28,CR-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
120,2,FRIDAY,3,28,CR-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
121,2,FRIDAY,3,28,CR-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
122,2,FRIDAY,3,28,CR-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
123,2,FRIDAY,3,28,CR-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
124,2,FRIDAY,3,28,CR-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
125,2,FRIDAY,3,28,CR-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
126,2,MONDAY,4,28,CR-232,ro,1,1,2,Antonino Pizelato,2,AM2,practica
127,2,MONDAY,4,28,CR-232,ro,1,2,2,Antonino Pizelato,2,AM2,practica
128,2,MONDAY,4,28,CR-232,ro,1,3,2,Antonino Pizelato,2,AM2,practica
129,2,MONDAY,4,28,CR-232,ro,1,4,2,Antonino Pizelato,2,AM2,practica
130,2,MONDAY,4,28,CR-232,ro,1,5,2,Antonino Pizelato,2,AM2,practica
131,2,MONDAY,4,28,CR-232,ro,1,6,2,Antonino Pizelato,2,AM2,practica
132,2,MONDAY,4,28,CR-232,ro,1,7,2,Antonino Pizelato,2,AM2,practica
133,2,WEDNESDAY,4,28,CR-232,ro,1,1,2,Antonino Pizelato,2,AM2,practica
134,2,WEDNESDAY,4,28,CR-232,ro,1,2,2,Antonino Pizelato,2,AM2,practica
135,2,WEDNESDAY,4,28,CR-232,ro,1,3,2,Antonino Pizelato,2,AM2,practica
136,2,WEDNESDAY,4,28,CR-232,ro,1,4,2,Antonino Pizelato,2,AM2,practica
137,2,WEDNESDAY,4,28,CR-232,ro,1,5,2,Antonino Pizelato,2,AM2,practica
138,2,WEDNESDAY,4,28,CR-232,ro,1,6,2,Antonino Pizelato,2,AM2,practica
139,2,WEDNESDAY,4,28,CR-232,ro,1,7,2,Antonino Pizelato,2,AM2,practica
140,2,FRIDAY,4,28,CR-232,ro,1,1,2,Antonino Pizelato,2,AM2,practica
141,2,FRIDAY,4,28,CR-232,ro,1,2,2,Antonino Pizelato,2,AM2,practica
142,2,FRIDAY,4,28,CR-232,ro,1,3,2,Antonino Pizelato,2,AM2,practica
143,2,FRIDAY,4,28,CR-232,ro,1,4,2,Antonino Pizelato,2,AM2,practica
144,2,FRIDAY,4,28,CR-232,ro,1,5,2,Antonino Pizelato,2,AM2,practica
145,2,FRIDAY,4,28,CR-232,ro,1,6,2,Antonino Pizelato,2,AM2,practica
146,2,FRIDAY,4,28,CR-232,ro,1,7,2,Antonino Pizelato,2,AM2,practica
147,2,MONDAY,6,8,EA-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
148,2,MONDAY,6,8,EA-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
149,2,MONDAY,6,8,EA-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
150,2,MONDAY,6,8,EA-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
151,2,MONDAY,6,8,EA-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
152,2,MONDAY,6,8,EA-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
153,2,MONDAY,6,8,EA-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
154,2,WEDNESDAY,6,8,EA-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
155,2,WEDNESDAY,6,8,EA-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
156,2,WEDNESDAY,6,8,EA-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
157,2,WEDNESDAY,6,8,EA-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
158,2,WEDNESDAY,6,8,EA-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
159,2,WEDNESDAY,6,8,EA-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
160,2,WEDNESDAY,6,8,EA-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
161,2,FRIDAY,6,8,EA-231,ro,1,1,2,Antonino Pizelato,2,AM2,practica
162,2,FRIDAY,6,8,EA-231,ro,1,2,2,Antonino Pizelato,2,AM2,practica
163,2,FRIDAY,6,8,EA-231,ro,1,3,2,Antonino Pizelato,2,AM2,practica
164,2,FRIDAY,6,8,EA-231,ro,1,4,2,Antonino Pizelato,2,AM2,practica
165,2,FRIDAY,6,8,EA-231,ro,1,5,2,Antonino Pizelato,2,AM2,practica
166,2,FRIDAY,6,8,EA-231,ro,1,6,2,Antonino Pizelato,2,AM2,practica
167,2,FRIDAY,6,8,EA-231,ro,1,7,2,Antonino Pizelato,2,AM2,practica
168,2,MONDAY,2,15,AI-232,ru,2,1,2,Antonino Pizelato,2,AM2,teorie
169,2,MONDAY,2,15,AI-232,ru,2,2,2,Antonino Pizelato,2,AM2,teorie
170,2,MONDAY,2,15,AI-232,ru,2,3,2,Antonino Pizelato,2,AM2,teorie
171,2,MONDAY,2,15,AI-232,ru,2,4,2,Antonino Pizelato,2,AM2,teorie
172,2,MONDAY,2,15,AI-232,ru,2,5,2,Antonino Pizelato,2,AM2,teorie
173,2,MONDAY,2,15,AI-232,ru,2,6,2,Antonino Pizelato,2,AM2,teorie
174,2,MONDAY,2,15,AI-232,ru,2,7,2,Antonino Pizelato,2,AM2,teorie
175,2,WEDNESDAY,2,15,AI-232,ru,2,1,2,Antonino Pizelato,2,AM2,teorie
176,2,WEDNESDAY,2,15,AI-232,ru,2,2,2,Antonino Pizelato,2,AM2,teorie
177,2,WEDNESDAY,2,15,AI-232,ru,2,3,2,Antonino Pizelato,2,AM2,teorie
178,2,WEDNESDAY,2,15,AI-232,ru,2,4,2,Antonino Pizelato,2,AM2,teorie
179,2,WEDNESDAY,2,15,AI-232,ru,2,5,2,Antonino Pizelato,2,AM2,teorie
180,2,WEDNESDAY,2,15,AI-232,ru,2,6,2,Antonino Pizelato,2,AM2,teorie
181,2,WEDNESDAY,2,15,AI-232,ru,2,7,2,Antonino Pizelato,2,AM2,teorie
182,2,FRIDAY,2,15,AI-232,ru,2,1,2,Antonino Pizelato,2,AM2,teorie
183,2,FRIDAY,2,15,AI-232,ru,2,2,2,Antonino Pizelato,2,AM2,teorie
184,2,FRIDAY,2,15,AI-232,ru,2,3,2,Antonino Pizelato,2,AM2,teorie
185,2,FRIDAY,2,15,AI-232,ru,2,4,2,Antonino Pizelato,2,AM2,teorie
186,2,FRIDAY,2,15,AI-232,ru,2,5,2,Antonino Pizelato,2,AM2,teorie
187,2,FRIDAY,2,15,AI-232,ru,2,6,2,Antonino Pizelato,2,AM2,teorie
188,2,FRIDAY,2,15,AI-232,ru,2,7,2,Antonino Pizelato,2,AM2,teorie
189,2,MONDAY,5,25,CR-233,ru,2,1,2,Antonino Pizelato,2,AM2,teorie
190,2,MONDAY,5,25,CR-233,ru,2,2,2,Antonino Pizelato,2,AM2,teorie
191,2,MONDAY,5,25,CR-233,ru,2,3,2,Antonino Pizelato,2,AM2,teorie
192,2,MONDAY,5,25,CR-233,ru,2,4,2,Antonino Pizelato,2,AM2,teorie
193,2,MONDAY,5,25,CR-233,ru,2,5,2,Antonino Pizelato,2,AM2,teorie
194,2,MONDAY,5,25,CR-233,ru,2,6,2,Antonino Pizelato,2,AM2,teorie
195,2,MONDAY,5,25,CR-233,ru,2,7,2,Antonino Pizelato,2,AM2,teorie
196,2,WEDNESDAY,5,25,CR-233,ru,2,1,2,Antonino Pizelato,2,AM2,teorie
197,2,WEDNESDAY,5,25,CR-233,ru,2,2,2,Antonino Pizelato,2,AM2,teorie
198,2,WEDNESDAY,5,25,CR-233,ru,2,3,2,Antonino Pizelato,2,AM2,teorie
199,2,WEDNESDAY,5,25,CR-233,ru,2,4,2,Antonino Pizelato,2,AM2,teorie
200,2,WEDNESDAY,5,25,CR-233,ru,2,5,2,Antonino Pizelato,2,AM2,teorie
201,2,WEDNESDAY,5,25,CR-233,ru,2,6,2,Antonino Pizelato,2,AM2,teorie
202,2,WEDNESDAY,5,25,CR-233,ru,2,7,2,Antonino Pizelato,2,AM2,teorie
203,2,FRIDAY,5,25,CR-233,ru,2,1,2,Antonino Pizelato,2,AM2,teorie
204,2,FRIDAY,5,25,CR-233,ru,2,2,2,Antonino Pizelato,2,AM2,teorie
205,2,FRIDAY,5,25,CR-233,ru,2,3,2,Antonino Pizelato,2,AM2,teorie
206,2,FRIDAY,5,25,CR-233,ru,2,4,2,Antonino Pizelato,2,AM2,teorie
207,2,FRIDAY,5,25,CR-233,ru,2,5,2,Antonino Pizelato,2,AM2,teorie
208,2,FRIDAY,5,25,CR-233,ru,2,6,2,Antonino Pizelato,2,AM2,teorie
209,2,FRIDAY,5,25,CR-233,ru,2,7,2,Antonino Pizelato,2,AM2,teorie
210,2,MONDAY,2,15,AI-232,ru,1,1,2,Antonino Pizelato,2,AM2,practica
211,2,MONDAY,2,15,AI-232,ru,1,2,2,Antonino Pizelato,2,AM2,practica
212,2,MONDAY,2,15,AI-232,ru,1,3,2,Antonino Pizelato,2,AM2,practica
213,2,MONDAY,2,15,AI-232,ru,1,4,2,Antonino Pizelato,2,AM2,practica
214,2,MONDAY,2,15,AI-232,ru,1,5,2,Antonino Pizelato,2,AM2,practica
215,2,MONDAY,2,15,AI-232,ru,1,6,2,Antonino Pizelato,2,AM2,practica
216,2,MONDAY,2,15,AI-232,ru,1,7,2,Antonino Pizelato,2,AM2,practica
217,2,WEDNESDAY,2,15,AI-232,ru,1,1,2,Antonino Pizelato,2,AM2,practica
218,2,WEDNESDAY,2,15,AI-232,ru,1,2,2,Antonino Pizelato,2,AM2,practica
219,2,WEDNESDAY,2,15,AI-232,ru,1,3,2,Antonino Pizelato,2,AM2,practica
220,2,WEDNESDAY,2,15,AI-232,ru,1,4,2,Antonino Pizelato,2,AM2,practica
221,2,WEDNESDAY,2,15,AI-232,ru,1,5,2,Antonino Pizelato,2,AM2,practica
222,2,WEDNESDAY,2,15,AI-232,ru,1,6,2,Antonino Pizelato,2,AM2,practica
223,2,WEDNESDAY,2,15,AI-232,ru,1,7,2,Antonino Pizelato,2,AM2,practica
224,2,FRIDAY,2,15,AI-232,ru,1,1,2,Antonino Pizelato,2,AM2,practica
225,2,FRIDAY,2,15,AI-232,ru,1,2,2,Antonino Pizelato,2,AM2,practica
226,2,FRIDAY,2,15,AI-232,ru,1,3,2,Antonino Pizelato,2,AM2,practica
227,2,FRIDAY,2,15,AI-232,ru,1,4,2,Antonino Pizelato,2,AM2,practica
228,2,FRIDAY,2,15,AI-232,ru,1,5,2,Antonino Pizelato,2,AM2,practica
229,2,FRIDAY,2,15,AI-232,ru,1,6,2,Antonino Pizelato,2,AM2,practica
230,2,FRIDAY,2,15,AI-232,ru,1,7,2,Antonino Pizelato,2,AM2,practica
231,2,MONDAY,5,25,CR-233,ru,1,1,2,Antonino Pizelato,2,AM2,practica
232,2,MONDAY,5,25,CR-233,ru,1,2,2,Antonino Pizelato,2,AM2,practica
233,2,MONDAY,5,25,CR-233,ru,1,3,2,Antonino Pizelato,2,AM2,practica
234,2,MONDAY,5,25,CR-233,ru,1,4,2,Antonino Pizelato,2,AM2,practica
235,2,MONDAY,5,25,CR-233,ru,1,5,2,Antonino Pizelato,2,AM2,practica
236,2,MONDAY,5,25,CR-233,ru,1,6,2,Antonino Pizelato,2,AM2,practica
237,2,MONDAY,5,25,CR-233,ru,1,7,2,Antonino Pizelato,2,AM2,practica
238,2,WEDNESDAY,5,25,CR-233,ru,1,1,2,Antonino Pizelato,2,AM2,practica
239,2,WEDNESDAY,5,25,CR-233,ru,1,2,2,Antonino Pizelato,2,AM2,practica
240,2,WEDNESDAY,5,25,CR-233,ru,1,3,2,Antonino Pizelato,2,AM2,practica
241,2,WEDNESDAY,5,25,CR-233,ru,1,4,2,Antonino Pizelato,2,AM2,practica
242,2,WEDNESDAY,5,25,CR-233,ru,1,5,2,Antonino Pizelato,2,AM2,practica
243,2,WEDNESDAY,5,25,CR-233,ru,1,6,2,Antonino Pizelato,2,AM2,practica
244,2,WEDNESDAY,5,25,CR-233,ru,1,7,2,Antonino Pizelato,2,AM2,practica
245,2,FRIDAY,5,25,CR-233,ru,1,1,2,Antonino Pizelato,2,AM2,practica
246,2,FRIDAY,5,25,CR-233,ru,1,2,2,Antonino Pizelato,2,AM2,practica
247,2,FRIDAY,5,25,CR-233,ru,1,3,2,Antonino Pizelato,2,AM2,practica
248,2,FRIDAY,5,25,CR-233,ru,1,4,2,Antonino Pizelato,2,AM2,practica
249,2,FRIDAY,5,25,CR-233,ru,1,5,2,Antonino Pizelato,2,AM2,practica
250,2,FRIDAY,5,25,CR-233,ru,1,6,2,Antonino Pizelato,2,AM2,practica
251,2,FRIDAY,5,25,CR-233,ru,1,7,2,Antonino Pizelato,2,AM2,practica
252,7,MONDAY,1,31,AI-231,ro,2,1,7,Andrew Nigel,2,SDA,teorie
253,7,MONDAY,1,31,AI-231,ro,2,2,7,Andrew Nigel,2,SDA,teorie
254,7,MONDAY,1,31,AI-231,ro,2,3,7,Andrew Nigel,2,SDA,teorie
255,7,MONDAY,1,31,AI-231,ro,2,4,7,Andrew Nigel,2,SDA,teorie
256,7,MONDAY,1,31,AI-231,ro,2,5,7,Andrew Nigel,2,SDA,teorie
257,7,MONDAY,1,31,AI-231,ro,2,6,7,Andrew Nigel,2,SDA,teorie
258,7,MONDAY,1,31,AI-231,ro,2,7,7,Andrew Nigel,2,SDA,teorie
259,7,TUESDAY,1,31,AI-231,ro,2,1,7,Andrew Nigel,2,SDA,teorie
260,7,TUESDAY,1,31,AI-231,ro,2,2,7,Andrew Nigel,2,SDA,teorie
261,7,TUESDAY,1,31,AI-231,ro,2,3,7,Andrew Nigel,2,SDA,teorie
262,7,TUESDAY,1,31,AI-231,ro,2,4,7,Andrew Nigel,2,SDA,teorie
263,7,TUESDAY,1,31,AI-231,ro,2,5,7,Andrew Nigel,2,SDA,teorie
264,7,TUESDAY,1,31,AI-231,ro,2,6,7,Andrew Nigel,2,SDA,teorie
265,7,TUESDAY,1,31,AI-231,ro,2,7,7,Andrew Nigel,2,SDA,teorie
266,7,WEDNESDAY,1,31,AI-231,ro,2,1,7,Andrew Nigel,2,SDA,teorie
267,7,WEDNESDAY,1,31,AI-231,ro,2,2,7,Andrew Nigel,2,SDA,teorie
268,7,WEDNESDAY,1,31,AI-231,ro,2,3,7,Andrew Nigel,2,SDA,teorie
269,7,WEDNESDAY,1,31,AI-231,ro,2,4,7,Andrew Nigel,2,SDA,teorie
270,7,WEDNESDAY,1,31,AI-231,ro,2,5,7,Andrew Nigel,2,SDA,teorie
271,7,WEDNESDAY,1,31,AI-231,ro,2,6,7,Andrew Nigel,2,SDA,teorie
272,7,WEDNESDAY,1,31,AI-231,ro,2,7,7,Andrew Nigel,2,SDA,teorie
273,7,THURSDAY,1,31,AI-231,ro,2,1,7,Andrew Nigel,2,SDA,teorie
274,7,THURSDAY,1,31,AI-231,ro,2,2,7,Andrew Nigel,2,SDA,teorie
275,7,THURSDAY,1,31,AI-231,ro,2,3,7,Andrew Nigel,2,SDA,teorie
276,7,THURSDAY,1,31,AI-231,ro,2,4,7,Andrew Nigel,2,SDA,teorie
277,7,THURSDAY,1,31,AI-231,ro,2,5,7,Andrew Nigel,2,SDA,teorie
278,7,THURSDAY,1,31,AI-231,ro,2,6,7,Andrew Nigel,2,SDA,teorie
279,7,THURSDAY,1,31,AI-231,ro,2,7,7,Andrew Nigel,2,SDA,teorie
280,7,FRIDAY,1,31,AI-231,ro,2,1,7,Andrew Nigel,2,SDA,teorie
281,7,FRIDAY,1,31,AI-231,ro,2,2,7,Andrew Nigel,2,SDA,teorie
